Date,fx rate,Uganda_imports,Tanzania_imports,Zambia_imports,Egypt_imports,S.Africa_imports,Zimbabwe_imports,Other_Africa_imports,UK_imports,USA_imports,Germany_imports,Italy_imports,UAE_imports,S.Arabia_imports,France_imports,India_imports,Japan_imports,Other_World_imports,UK_exports,Germany_exports,USA_exports,Netherlands_exports,Pakistan_exports,France_exports,Belgium_exports,Other_World_exports,Uganda_exports,Tanzania_exports,Zambia_exports,Egypt_exports,Rwanda_exports,Zimbabwe_exports,Ethiopia_exports,Somalia_exports,S.Africa_exports,DRC_exports,Other_Africa_exports
2023-12-01,154.09,2134,3470,340,4359,5125,450,3745,2435,8453,3382,1709,31030,5007,2500,19295,8877,131851,5148,929,5731,6758,7293,1263,442,39107,9536,5557,737,2475,3286,268,1472,1420,443,2283,6562
2023-11-01,152.03,4265,3816,533,4053,5969,203,5310,8551,9670,2942,1568,31670,11745,3479,19455,10643,153420,4558,972,5675,5863,8100,1178,365,43142,9675,6759,944,2689,3726,356,1254,1523,1020,3108,6786
2023-10-01,149.4,2728,3724,788,5526,7847,284,5504,3322,9147,2879,1449,41919,10269,4833,33670,7510,118037,5017,900,3965,5710,6632,1383,399,39296,9990,7437,879,3447,3652,301,1352,1918,548,2246,7511
2023-09-01,146.77,3092,3684,1053,3889,4690,54,4868,2810,7685,2769,1733,41587,18522,4814,17757,8610,104620,4348,1204,4232,5789,8451,1746,494,43614,11653,6972,781,2685,3662,218,929,2255,344,2668,7131
2023-08-01,143.93,3419,4297,1156,4185,6338,372,4700,2829,13390,3498,2586,50048,9073,3935,19228,8398,119500,4615,1348,5644,6580,9898,1575,597,41957,12170,6490,1007,3394,4226,162,1214,1654,1397,3076,7216
2023-07-01,141.45,3304,5378,1150,3812,7848,42,4060,3147,11290,2591,1584,32174,7781,2782,18568,8415,95512,4145,1442,6809,6123,5257,1329,813,36538,11723,5978,822,2425,3819,263,1211,1401,529,1879,6978
2023-06-01,139.73,3039,3915,599,4325,6748,791,2263,3588,12020,5178,1695,32248,7655,2330,21412,8748,108546,4199,1975,6054,6260,7326,1548,1087,37542,10806,5741,826,3290,3324,266,1846,1620,246,1826,5837
2023-05-01,137.26,4220,4094,379,4275,7350,60,2026,3344,11378,3547,1673,40741,12409,2700,26626,7840,112672,5052,1277,6497,8431,6726,1388,666,42572,10726,5999,764,2021,4256,226,1445,3105,894,2155,7236
2023-04-01,134.4,2601,2685,290,3578,8551,179,2445,2237,11277,3525,2508,28148,19241,1700,27650,7916,95540,4091,1459,4498,6596,5243,1105,442,32140,9908,3611,738,1605,3046,218,871,1725,291,1682,5474
2023-03-01,129.74,3191,2909,213,4741,7319,361,3682,2479,6916,2916,2678,13925,32265,2052,27320,8033,111778,4566,1716,5250,5975,5700,931,238,38696,11076,4922,682,2703,3272,159,1531,1474,705,1799,7036
2023-02-01,125.45,3016,2692,232,3313,5790,208,2441,2509,5766,3695,963,35619,7170,1436,13993,5670,93461,4716,1553,4396,6088,3868,963,328,37767,10043,4676,910,2284,2945,205,1477,2454,538,2160,5992
2023-01-01,123.93,2922,2386,181,3517,3267,93,9409,3658,5769,2995,1740,33077,4013,4376,24201,6822,105295,4230,1199,5512,5843,4435,1145,1806,32249,9930,4404,641,2199,3153,183,1162,1069,500,1564,4929
2022-12-01,122.93,3033,2579,348,3223,4343,259,7821,3286,7741,2578,1889,48884,1848,2490,16325,8972,101431,3526,1332,4592,5920,5809,783,546,30992,7966,5005,935,2348,3591,167,1317,1889,371,1855,4906
2022-11-01,121.9,3357,2844,494,4140,5799,124,4800,2898,7254,2392,1562,31677,11945,2058,16735,7500,102162,3684,1106,7594,6301,6273,640,517,34730,7170,4709,849,2295,2422,124,1288,1329,944,1783,5401
2022-10-01,121.03,3590,4355,807,2970,3758,129,3228,2195,9069,2378,1958,38083,7866,1074,14259,5780,101724,3235,1101,4632,6180,5466,809,365,30411,8859,5489,518,1024,3155,214,1455,1034,252,1734,5105
2022-09-01,120.42,2672,5065,1255,3724,4354,113,7168,2903,6711,6424,1615,31570,18360,1727,16474,7722,108004,3195,1496,8958,5342,5985,876,397,34837,9489,5215,357,2268,3976,0,1505,1891,535,1717,6155
2022-08-01,119.45,3536,5010,935,3360,3000,223,7527,3692,6792,2078,1423,46507,2119,2300,18790,9315,142436,3363,1144,6388,4667,4972,1001,648,32786,8684,5012,710,1785,3740,182,1107,917,557,1282,4533
2022-07-01,118.32,2530,6309,903,3971,9087,88,4187,2492,9309,2308,2045,32804,2506,1549,17322,7123,126352,3750,1438,7413,5256,4245,1126,1010,34518,9703,4476,663,2542,4895,233,1326,1752,1044,1270,5898
2022-06-01,117.29,2775,5564,831,4237,2998,4,3655,3285,5707,3586,5986,37573,10295,2032,33638,8272,114212,3454,1184,10517,5848,4709,820,626,36787,9337,4723,603,2621,3653,138,1614,997,487,1606,6464
2022-05-01,116.28,3261,4906,627,3430,6403,100,2960,2344,8750,2926,1828,33331,14385,2331,23696,9234,128106,4060,1287,6749,5859,4662,899,974,36929,9223,4293,645,2356,3940,187,1202,1101,473,1529,5243
2022-04-01,115.4,3222,4784,351,3677,3587,198,6771,2567,7611,2151,1162,34784,15741,1143,30751,8297,87267,3355,1621,7732,5797,5106,876,888,31814,5375,3702,639,2098,3202,304,1143,945,503,1149,6598
2022-03-01,114.32,3260,4675,577,4189,3386,144,9064,3644,11651,2159,1642,36265,10727,1608,21419,9312,111504,4293,1533,5762,6399,5442,781,1027,35884,7681,5385,606,2881,3325,482,1267,1376,840,1538,6671
2022-02-01,113.66,2535,4012,652,3190,10086,150,3078,3401,6069,2304,1877,23451,13229,1220,15144,9209,97602,4484,1238,4998,6105,5907,715,980,30044,7762,5548,440,2478,2502,548,1180,1171,480,1518,4975
2022-01-01,113.38,2121,3179,430,3849,4261,131,2701,2042,6705,3070,1719,12464,13012,1736,25494,6763,116915,4167,1466,4598,5977,5540,765,750,26012,5185,3017,455,2074,1772,167,527,912,364,829,4194
2021-12-01,112.91,1863,3544,414,4918,2958,126,3079,3628,7114,2937,1779,23831,7031,1802,22913,9777,119635,3757,1041,4970,4800,5747,580,937,30701,7111,4169,532,2228,4990,141,739,1260,384,1354,4898
2021-11-01,111.92,4876,4887,634,4748,3673,109,6845,3066,7029,2778,1662,12806,13396,1782,20633,7859,117019,4181,1120,5381,5897,6025,579,518,24986,9584,4072,558,1851,2642,113,934,1087,628,1229,4011
2021-10-01,110.86,2466,6150,598,3215,4228,199,4122,2206,7718,2154,1415,19562,14834,1299,19206,9784,105088,4121,925,4747,4776,4474,662,682,27837,9445,6233,615,1498,3233,139,476,1057,524,1189,3668
2021-09-01,110.15,2200,5836,525,4452,4506,38,2662,2763,13251,7830,2188,14405,15203,2542,22495,5946,99300,3355,1019,5051,4633,2990,805,557,24815,4108,5141,445,1486,1802,142,1033,1307,303,1519,4578
2021-08-01,109.24,2091,6549,669,4312,3854,5,2986,2733,6902,3414,1963,19660,10623,2493,15499,9012,96554,3403,1123,5018,4267,4113,972,570,28529,7701,3673,644,1805,2726,292,2413,1555,204,1407,4409
2021-07-01,108.14,1887,6431,679,3091,2576,8,2263,2352,6081,2905,3441,11580,9103,1226,20282,9484,108048,3875,916,7152,4760,4059,814,1068,24518,6945,4027,717,1113,2647,129,1548,1111,245,1306,4283
2021-06-01,107.81,2095,4039,530,4395,4966,4,2492,2784,6007,3499,2176,8881,2250,1588,21458,7432,98908,4308,875,5235,4582,3811,1069,760,24145,7535,3154,540,1214,2394,290,944,892,262,1492,4439
2021-05-01,107.43,1981,3643,756,4164,3543,205,2625,2858,5832,2925,2781,17776,4563,2043,16829,7336,95205,4235,925,4813,5793,4421,902,825,28231,8395,2735,316,1832,2208,776,739,2126,232,1181,4124
2021-04-01,107.95,2333,3037,548,3368,2952,374,3051,2401,4101,2779,1224,11953,11415,1498,21489,8772,93105,3099,795,3488,4758,3600,649,474,29816,7444,2989,1451,1683,1998,688,598,317,157,9943,3716
2021-03-01,109.73,3110,3438,273,4914,4653,591,3053,3484,9257,5617,2384,14751,8437,2420,19363,9321,107742,5422,2358,4670,5577,4756,1134,631,30597,8632,3418,1555,2487,2506,115,680,1298,259,1581,5147
2021-02-01,109.68,2690,3251,301,3243,2352,114,4190,2999,5463,2937,2497,8299,7734,1981,17488,6429,101156,5035,1922,3973,6312,4614,824,428,30226,8846,2859,324,2366,1794,72,857,724,620,1301,5139
2021-01-01,109.83,2742,2900,217,4068,3817,120,2687,2319,5491,3220,1201,15031,10091,1816,13322,6677,97735,4608,1251,5066,5512,4563,731,472,22779,5264,2456,317,1611,1579,85,673,699,140,953,5073
2020-12-01,110.59,3199,3291,282,4783,2986,544,5916,3064,4366,3189,2348,9574,3928,1722,15383,9728,105168,4437,1106,3726,4877,4072,718,679,25722,6849,3264,432,2060,2418,145,576,848,381,1299,6039
2020-11-01,109.25,2060,2375,425,3988,3479,455,2922,2242,4195,2181,3376,7489,6157,2265,16498,6902,84257,3981,1019,4577,4001,4864,683,446,20682,6129,2919,394,1486,2350,114,519,885,221,1335,3315
2020-10-01,108.64,2334,2352,455,4338,3078,858,3046,2524,4377,2258,1888,13898,3958,2166,15641,7288,88089,4015,1044,4763,5384,4021,606,296,22488,5939,2816,386,1794,2382,102,519,926,707,1163,3652
2020-09-01,108.41,2245,2970,494,4049,4188,384,1464,2537,4429,2210,1402,10029,11713,1378,14556,7555,83340,4126,1322,3992,5468,3989,919,470,24457,6901,2761,480,1712,2200,54,471,1263,436,1339,4082
2020-08-01,108.14,2010,2960,251,4175,2965,345,1735,2881,4581,7296,1968,3561,6229,2068,15621,7203,83416,3860,1460,5363,3507,5152,977,310,22359,8120,2721,555,660,2628,51,790,786,158,1196,5125
2020-07-01,107.27,1772,2785,272,3296,4539,310,1320,2062,4941,3170,2022,5965,5132,2274,15773,7389,86496,4060,1226,3765,3558,4116,913,559,23302,6484,2679,368,1306,2698,76,659,1640,128,1240,4538
2020-06-01,106.4,1929,1549,115,3553,3625,650,1525,2050,4556,3798,1878,4535,1729,2517,14207,5980,76695,3856,1085,5174,2617,4245,820,763,20373,5131,2202,380,1739,2124,64,860,721,70,1245,3509
2020-05-01,106.68,1287,1558,90,2781,3478,333,1818,2655,5470,3368,1482,3442,2249,1611,11375,5345,68775,3855,1379,2905,3380,5149,726,295,21333,4732,2010,284,1422,1431,57,721,1050,141,999,3220
2020-04-01,106.41,1369,2037,142,3131,3087,615,3078,1847,6398,3292,1443,6139,3740,1483,11616,7514,69863,4437,1431,2949,2800,5578,842,381,18696,2673,2030,326,1374,890,45,673,683,106,1101,3599
2020-03-01,103.74,1935,1655,275,2725,5464,717,2817,2734,4390,3236,1375,11533,9058,1436,21327,8043,68965,4282,1289,3698,4013,4667,673,434,33845,6817,3137,292,1601,2354,47,601,1436,189,1138,5658
2020-02-01,100.79,2079,1621,244,3965,3897,182,2214,1913,4232,2309,2637,3545,6309,2037,20992,6485,79108,4927,1253,3785,5192,4600,618,397,29456,6911,2235,268,1666,1963,65,989,630,692,1445,5669
2020-01-01,101.09,1750,2336,570,4068,4993,271,2739,2683,4372,3897,1769,12573,8801,2326,15598,8163,90257,4084,919,4681,3940,4204,657,1825,23030,5007,2615,276,2163,1772,317,498,510,252,793,5172
2019-12-01,101.5,2062,1474,446,2857,3341,358,4421,2640,4565,3205,1925,14765,15203,2578,11412,9798,85831,2996,717,3378,2998,3859,509,263,19628,5078,2294,351,1048,2020,56,480,935,607,1253,2977
2019-11-01,102.39,3258,2128,240,3034,5489,222,2596,3492,2960,3248,1961,18837,2193,2329,17945,9075,91658,3541,768,4579,3634,4244,655,470,23593,5536,3055,331,1743,2148,71,603,912,444,1127,4691
2019-10-01,103.67,3729,2251,356,5766,4825,237,3461,3368,5536,3756,1545,11291,11224,2298,14164,9538,91630,3540,803,3720,4663,4545,764,464,20965,6016,3822,331,1792,2122,37,608,1024,488,1105,3767
2019-09-01,103.8,5106,2149,816,3173,6211,278,3797,3183,6726,3128,2590,11985,10099,1567,16425,6942,80519,2561,763,5254,3081,3372,559,464,19966,6089,2901,423,1478,2112,35,483,648,125,866,3493
2019-08-01,103.3,3121,2847,1103,4131,7022,317,3573,2982,5076,3334,1345,8880,5631,2797,20227,9214,78997,3288,850,4494,3746,3199,758,527,23091,4577,3119,385,2001,2420,39,611,696,210,1193,2843
2019-07-01,103.16,3057,3715,870,4233,8644,389,1900,2341,6060,7364,1666,13758,15620,1568,11679,8910,75980,3555,831,4375,3266,3209,870,525,24484,5669,2631,488,810,2530,51,756,1159,204,1061,4901
2019-06-01,101.69,2345,3046,450,2514,7691,250,3215,3149,3748,2610,1057,15736,12975,1270,12274,8952,79976,3860,986,4393,5683,2493,716,574,23102,5332,2636,373,1414,1873,48,763,1320,197,1178,2976
2019-05-01,101.15,2580,2592,512,3430,7257,477,3038,3180,8921,3381,1708,19304,9276,2199,18010,7318,75284,2009,1139,4193,2599,3468,455,698,22776,4761,2657,330,1712,2111,125,366,911,103,1147,3724
2019-04-01,101.07,2240,2278,354,2857,6145,683,3007,2559,4828,5865,1922,21751,8056,1478,19518,9786,68243,2709,1263,5315,3841,3791,621,478,21627,4428,3083,354,1657,1613,55,520,1080,165,1201,3908
2019-03-01,100.36,2239,1874,1011,3454,5636,394,3346,3118,4081,2792,1216,6610,17192,3044,10947,5564,65051,3702,1035,4279,4852,4309,661,836,23382,5506,2368,365,1732,1608,138,427,966,278,1011,3068
2019-02-01,100.23,2256,1400,170,2938,4997,384,3014,2614,5122,4544,2597,9849,6618,1518,13223,6505,84682,3734,1234,3652,4924,4298,603,615,22400,5249,2748,339,1464,1420,67,574,1425,304,1256,3190
2019-01-01,101.58,2293,1763,356,4184,6783,326,4043,2640,4649,3212,1594,15110,13078,2045,13050,7831,85928,4419,896,4283,4682,4452,625,1427,22674,5461,2294,294,2077,1198,256,324,759,168,1066,4014
2018-12-01,102.29,2095,1383,482,2920,4954,371,2584,2790,3312,3993,1705,6245,17034,2081,10501,8058,66014,3231,584,3027,3356,4022,492,625,19814,5006,2697,497,1653,1262,75,421,831,391,938,2771
2018-11-01,102.36,3098,2003,584,3300,5792,286,2299,2787,3656,3032,2535,15162,12713,2802,13644,13797,77571,3154,957,4605,3036,4573,638,411,21878,5248,2200,431,1119,1767,104,429,1293,254,1108,3137
2018-10-01,101.08,3087,1733,933,2897,5557,403,2233,2459,4055,4873,2053,15988,17310,2268,15204,8760,70717,3280,913,3752,3700,4286,665,298,22792,5509,2667,450,2098,1312,84,440,1219,339,1531,3148
2018-09-01,100.83,3666,1354,672,2718,3254,259,2689,2262,3543,3673,1551,9724,4558,2035,24813,8915,65468,2918,722,4085,3757,4647,867,221,20436,5229,2305,413,1591,1237,100,698,1252,472,1347,2465
2018-08-01,100.61,3421,1121,394,2468,4732,106,3433,3093,3400,3345,2642,11004,20263,1805,14726,8324,75973,2589,626,4810,3130,3815,778,334,25448,5311,2608,376,1538,1830,79,929,1275,1533,1255,3131
2018-07-01,100.67,4058,1768,362,3631,5954,103,2029,2761,3913,4132,1491,8140,21452,2367,14313,9138,78988,3743,969,5322,3709,5370,686,455,24232,4552,2464,421,1383,1462,91,433,1091,309,1178,3681
2018-06-01,101.0,4544,1069,403,2977,6145,1,1777,2769,2684,3184,2100,8831,18885,1698,9084,7345,79801,3554,1113,4518,3478,5452,561,326,25031,4922,2012,425,1951,1361,63,689,1396,294,1133,3579
2018-05-01,100.66,4959,1372,322,2862,5485,35,1799,2639,3114,6627,2936,16078,13494,1574,18142,5609,92323,3286,1239,4336,3875,4528,800,571,25813,5672,2815,481,2380,1775,110,522,1391,111,1802,3386
2018-04-01,100.61,3714,1455,194,3503,5556,13,2564,2289,4636,3995,2531,22353,10404,1916,16569,7505,72247,3306,1151,3598,4122,4078,723,290,24862,4262,2639,399,1017,1954,115,460,1354,115,1325,3856
2018-03-01,101.18,4305,1226,447,2551,6447,74,2268,2256,6666,3772,1632,18589,14032,1373,11455,7849,77967,3345,1073,3642,5171,4271,658,877,22822,5581,2370,547,1185,1398,50,334,1231,210,1266,3445
2018-02-01,101.4,5546,1646,845,3411,4902,53,2260,2291,5846,2985,2519,9906,9645,2084,15333,6067,67366,4284,1020,3060,4680,7013,536,748,25068,5838,3010,453,2016,1140,159,381,1406,207,1162,3346
2018-01-01,102.92,6943,1688,1246,3102,5955,64,3060,3160,8422,2987,2036,5397,12913,1926,21469,8455,84798,3474,793,2544,4324,7332,521,1188,24361,4749,1967,397,2195,1345,117,606,1335,153,1132,3260
2017-12-01,103.1,6407,1871,1556,2844,4189,94,2555,3101,5019,3222,1882,15489,9153,1922,12112,7905,77770,3241,704,3340,3677,5903,596,358,21391,5221,2268,340,2609,1258,159,476,1525,272,1809,3378
2017-11-01,103.57,7587,1916,384,3634,4602,367,2091,2624,4941,2800,1270,13446,10493,1716,14983,5959,75317,3038,1043,3819,3664,5949,433,327,21915,5601,2871,423,2216,1381,100,643,1403,186,1178,3784
2017-10-01,103.39,2925,1306,1102,2429,4878,213,2552,2135,3402,3836,1436,8440,15241,1672,13069,7519,86229,3539,868,3664,3451,5751,501,274,22972,4075,2626,301,1364,1410,97,438,1458,200,1777,3224
2017-09-01,103.12,4005,1545,446,3264,5515,244,2460,2676,3697,5334,1600,16308,2536,2299,13198,5652,82973,3081,681,3951,3409,5642,703,267,21998,5792,2631,427,2221,1682,88,750,1346,187,1567,3327
2017-08-01,103.56,2903,1307,402,3015,5781,232,5806,2372,3504,2491,2250,14528,10109,2779,10784,5500,84194,2858,672,4048,2644,3988,951,263,18015,4461,2551,265,1214,1397,115,559,1393,274,1305,2745
2017-07-01,103.88,2725,1398,1400,3160,5743,439,2632,2262,6236,5789,2170,17883,7444,1988,10274,8432,97352,3651,797,5105,3208,6106,817,519,23627,5372,2330,346,1388,1862,131,549,1819,322,1658,4096
2017-06-01,103.49,3504,1245,1011,3119,6952,13,3197,2383,4253,5063,1036,11279,6042,3226,14889,7102,80789,3348,908,4665,3488,5830,656,400,23775,4878,1882,359,1745,1417,204,654,1464,168,1549,4252
2017-05-01,103.26,3620,1550,571,2697,4960,212,3483,2951,4572,3241,2320,9188,8409,3511,19755,7166,85349,3188,1309,4373,4171,5492,689,644,25152,4774,1958,377,920,1479,117,670,1640,261,1764,4282
2017-04-01,103.33,1551,1075,192,2054,5214,177,2732,2208,7252,2464,2032,8867,8811,1973,13507,7562,69171,2553,1346,3457,3833,3770,610,430,21466,4770,1644,244,933,1385,130,662,1599,207,1307,3635
2017-03-01,102.85,2310,1132,269,2863,5420,563,1867,2870,6633,3401,1998,5663,12798,1776,17598,8081,74891,3292,1244,3909,3996,3958,775,1164,25672,5817,2828,244,1398,1433,116,720,3177,340,1962,4333
2017-02-01,103.64,2325,1168,231,2619,3951,357,1874,2026,4671,2645,2242,8041,14021,2335,10524,4717,75668,3413,1228,4035,4549,4345,523,818,19277,5674,2562,256,1533,1270,193,492,1423,201,1631,2974
2017-01-01,103.75,2180,1667,178,3685,4675,35,2125,2443,3198,2702,2152,9227,9551,1639,19717,6068,89362,3352,940,2906,3803,7323,520,562,20216,5381,2368,287,1464,1151,55,369,1414,141,1372,3712
2016-12-01,102.13,1530,1056,197,3259,4809,356,2655,3116,3988,3578,2434,4644,6441,1623,18198,7101,67085,3136,888,3381,3166,4291,440,827,20900,5145,2741,356,1769,2183,21,730,2173,149,1424,3311
2016-11-01,101.75,3141,1173,375,3418,4445,139,1962,2853,3311,3648,2365,7277,6932,1686,16383,7246,73186,3356,1042,4374,4276,5378,714,193,21089,5275,3195,407,760,1229,63,453,1699,309,1867,3467
2016-10-01,101.32,2308,966,289,2401,3886,286,1794,3063,2624,2879,2107,9442,9386,1574,16571,5080,58566,2129,830,3311,2593,2952,527,214,20632,5349,2448,443,1066,1103,54,358,1528,327,1871,3407
2016-09-01,101.27,2143,1043,307,3367,4977,136,2628,2387,3616,3074,2299,10290,5272,1907,13652,6749,70205,2783,969,4364,3267,3026,666,273,21512,4552,2631,343,1861,1315,81,819,1656,155,1912,3148
2016-08-01,101.41,1439,1236,387,2234,4259,2,1814,3065,3793,2935,1785,9860,5118,1932,15750,8165,76262,2986,888,3805,2895,3195,496,246,23485,4899,2379,391,1810,1682,131,1023,1493,253,2005,3048
2016-07-01,101.33,954,1270,298,2321,4626,1,805,2614,4955,3803,1938,11581,6172,2062,10612,7830,61128,3054,989,4874,2844,3380,534,325,21672,6118,2091,443,2097,1422,88,890,1364,152,1479,3199
2016-06-01,101.15,1697,1271,228,2272,4553,0,1781,3038,4483,4212,2163,11644,5659,1906,16797,6229,66534,3130,979,3784,3125,4994,536,328,22009,4664,2767,400,1896,1599,139,703,1296,324,1716,3538
2016-05-01,100.73,1269,1061,139,1882,4751,8,2246,3216,3936,3842,1873,5190,3068,1573,20838,6011,61870,2979,1070,3361,3789,3164,500,541,24953,4221,3439,514,1846,1221,52,747,1905,520,1499,3861
2016-04-01,101.23,814,983,644,2302,3631,11,1881,2863,6072,3915,1894,7145,8121,1729,19605,7499,62336,3162,1493,2997,3572,2451,585,330,20809,6323,2459,521,2118,1593,87,524,870,372,1605,3213
2016-03-01,101.49,1033,846,372,2227,3629,118,3200,3124,3888,3811,1305,3492,5404,1916,22702,6377,58773,3490,1326,3129,5040,2351,566,946,24938,6268,4038,463,1938,1511,57,450,1667,278,1585,5736
2016-02-01,101.93,1179,916,544,1746,2838,9,1146,1866,3778,3570,2083,5972,2505,1753,17888,8023,50183,3456,676,3109,4671,2569,369,708,26832,4707,3350,503,1842,1289,67,659,1093,810,1534,4144
